DATE,AUS_CASES_ACTIVE,AUS_CASES_LOCAL_LAST_24H,AUS_CASES_OVERSEAS_ACQUIRED_LAST_24H,AUS_CASES_UNDER_INVESTIGATION_LAST_24H,AUS_CASES_LOCAL_LAST_7D,AUS_CASES_OVERSEAS_ACQUIRED_LAST_7D,AUS_CASES_UNDER_INVESTIGATION_LAST_7D,ACT_CASES_ACTIVE,ACT_CASES_LOCAL_LAST_24H,ACT_CASES_OVERSEAS_ACQUIRED_LAST_24H,ACT_CASES_UNDER_INVESTIGATION_LAST_24H,ACT_CASES_LOCAL_LAST_7D,ACT_CASES_OVERSEAS_ACQUIRED_LAST_7D,ACT_CASES_UNDER_INVESTIGATION_LAST_7D,NSW_CASES_ACTIVE,NSW_CASES_LOCAL_LAST_24H,NSW_CASES_OVERSEAS_ACQUIRED_LAST_24H,NSW_CASES_UNDER_INVESTIGATION_LAST_24H,NSW_CASES_LOCAL_LAST_7D,NSW_CASES_OVERSEAS_ACQUIRED_LAST_7D,NSW_CASES_UNDER_INVESTIGATION_LAST_7D,NT_CASES_ACTIVE,NT_CASES_LOCAL_LAST_24H,NT_CASES_OVERSEAS_ACQUIRED_LAST_24H,NT_CASES_UNDER_INVESTIGATION_LAST_24H,NT_CASES_LOCAL_LAST_7D,NT_CASES_OVERSEAS_ACQUIRED_LAST_7D,NT_CASES_UNDER_INVESTIGATION_LAST_7D,QLD_CASES_ACTIVE,QLD_CASES_LOCAL_LAST_24H,QLD_CASES_OVERSEAS_ACQUIRED_LAST_24H,QLD_CASES_UNDER_INVESTIGATION_LAST_24H,QLD_CASES_LOCAL_LAST_7D,QLD_CASES_OVERSEAS_ACQUIRED_LAST_7D,QLD_CASES_UNDER_INVESTIGATION_LAST_7D,SA_CASES_ACTIVE,SA_CASES_LOCAL_LAST_24H,SA_CASES_OVERSEAS_ACQUIRED_LAST_24H,SA_CASES_UNDER_INVESTIGATION_LAST_24H,SA_CASES_LOCAL_LAST_7D,SA_CASES_OVERSEAS_ACQUIRED_LAST_7D,SA_CASES_UNDER_INVESTIGATION_LAST_7D,TAS_CASES_ACTIVE,TAS_CASES_LOCAL_LAST_24H,TAS_CASES_OVERSEAS_ACQUIRED_LAST_24H,TAS_CASES_UNDER_INVESTIGATION_LAST_24H,TAS_CASES_LOCAL_LAST_7D,TAS_CASES_OVERSEAS_ACQUIRED_LAST_7D,TAS_CASES_UNDER_INVESTIGATION_LAST_7D,VIC_CASES_ACTIVE,VIC_CASES_LOCAL_LAST_24H,VIC_CASES_OVERSEAS_ACQUIRED_LAST_24H,VIC_CASES_UNDER_INVESTIGATION_LAST_24H,VIC_CASES_LOCAL_LAST_7D,VIC_CASES_OVERSEAS_ACQUIRED_LAST_7D,VIC_CASES_UNDER_INVESTIGATION_LAST_7D,WA_CASES_ACTIVE,WA_CASES_LOCAL_LAST_24H,WA_CASES_OVERSEAS_ACQUIRED_LAST_24H,WA_CASES_UNDER_INVESTIGATION_LAST_24H,WA_CASES_LOCAL_LAST_7D,WA_CASES_OVERSEAS_ACQUIRED_LAST_7D,WA_CASES_UNDER_INVESTIGATION_LAST_7D,AUS_SOURCE_OVERSEAS,AUS_SOURCE_LOCAL_CONFIRMED_CASE,AUS_SOURCE_LOCAL_UNKNOWN_CONTACT,AUS_SOURCE_LOCAL_INTERSTATE_TRAVEL,AUS_SOURCE_UNDER_INVESTIGATION,AUS_CASES_TOTAL,AUS_DEATHS_TOTAL,ACT_SOURCE_OVERSEAS,ACT_SOURCE_LOCAL_CONFIRMED_CASE,ACT_SOURCE_LOCAL_UNKNOWN_CONTACT,ACT_SOURCE_LOCAL_INTERSTATE_TRAVEL,ACT_SOURCE_UNDER_INVESTIGATION,ACT_CASES_TOTAL,ACT_DEATHS_TOTAL,NSW_SOURCE_OVERSEAS,NSW_SOURCE_LOCAL_CONFIRMED_CASE,NSW_SOURCE_LOCAL_UNKNOWN_CONTACT,NSW_SOURCE_LOCAL_INTERSTATE_TRAVEL,NSW_SOURCE_UNDER_INVESTIGATION,NSW_CASES_TOTAL,NSW_DEATHS_TOTAL,NT_SOURCE_OVERSEAS,NT_SOURCE_LOCAL_CONFIRMED_CASE,NT_SOURCE_LOCAL_UNKNOWN_CONTACT,NT_SOURCE_LOCAL_INTERSTATE_TRAVEL,NT_SOURCE_UNDER_INVESTIGATION,NT_CASES_TOTAL,NT_DEATHS_TOTAL,QLD_SOURCE_OVERSEAS,QLD_SOURCE_LOCAL_CONFIRMED_CASE,QLD_SOURCE_LOCAL_UNKNOWN_CONTACT,QLD_SOURCE_LOCAL_INTERSTATE_TRAVEL,QLD_SOURCE_UNDER_INVESTIGATION,QLD_CASES_TOTAL,QLD_DEATHS_TOTAL,SA_SOURCE_OVERSEAS,SA_SOURCE_LOCAL_CONFIRMED_CASE,SA_SOURCE_LOCAL_UNKNOWN_CONTACT,SA_SOURCE_LOCAL_INTERSTATE_TRAVEL,SA_SOURCE_UNDER_INVESTIGATION,SA_CASES_TOTAL,SA_DEATHS_TOTAL,TAS_SOURCE_OVERSEAS,TAS_SOURCE_LOCAL_CONFIRMED_CASE,TAS_SOURCE_LOCAL_UNKNOWN_CONTACT,TAS_SOURCE_LOCAL_INTERSTATE_TRAVEL,TAS_SOURCE_UNDER_INVESTIGATION,TAS_CASES_TOTAL,TAS_DEATHS_TOTAL,VIC_SOURCE_OVERSEAS,VIC_SOURCE_LOCAL_CONFIRMED_CASE,VIC_SOURCE_LOCAL_UNKNOWN_CONTACT,VIC_SOURCE_LOCAL_INTERSTATE_TRAVEL,VIC_SOURCE_UNDER_INVESTIGATION,VIC_CASES_TOTAL,VIC_DEATHS_TOTAL,WA_SOURCE_OVERSEAS,WA_SOURCE_LOCAL_CONFIRMED_CASE,WA_SOURCE_LOCAL_UNKNOWN_CONTACT,WA_SOURCE_LOCAL_INTERSTATE_TRAVEL,WA_SOURCE_UNDER_INVESTIGATION,WA_CASES_TOTAL,WA_DEATHS_TOTAL,AUS_TESTS_LAST_7D,AUS_TESTS_PER_100K_LAST_7D,AUS_TESTS_TOTAL,AUS_TESTS_POSITIVE_PCT,ACT_TESTS_LAST_7D,ACT_TESTS_PER_100K_LAST_7D,ACT_TESTS_TOTAL,ACT_TESTS_POSITIVE_PCT,NSW_TESTS_LAST_7D,NSW_TESTS_PER_100K_LAST_7D,NSW_TESTS_TOTAL,NSW_TESTS_POSITIVE_PCT,NT_TESTS_LAST_7D,NT_TESTS_PER_100K_LAST_7D,NT_TESTS_TOTAL,NT_TESTS_POSITIVE_PCT,QLD_TESTS_LAST_7D,QLD_TESTS_PER_100K_LAST_7D,QLD_TESTS_TOTAL,QLD_TESTS_POSITIVE_PCT,SA_TESTS_LAST_7D,SA_TESTS_PER_100K_LAST_7D,SA_TESTS_TOTAL,SA_TESTS_POSITIVE_PCT,TAS_TESTS_LAST_7D,TAS_TESTS_PER_100K_LAST_7D,TAS_TESTS_TOTAL,TAS_TESTS_POSITIVE_PCT,VIC_TESTS_LAST_7D,VIC_TESTS_PER_100K_LAST_7D,VIC_TESTS_TOTAL,VIC_TESTS_POSITIVE_PCT,WA_TESTS_LAST_7D,WA_TESTS_PER_100K_LAST_7D,WA_TESTS_TOTAL,WA_TESTS_POSITIVE_PCT,AUS_AGED_CARE_IN_HOME_ACTIVE,AUS_AGED_CARE_IN_HOME_RECOVERED,AUS_AGED_CARE_IN_HOME_DEATHS,ACT_AGED_CARE_IN_HOME_ACTIVE,ACT_AGED_CARE_IN_HOME_RECOVERED,ACT_AGED_CARE_IN_HOME_DEATHS,NSW_AGED_CARE_IN_HOME_ACTIVE,NSW_AGED_CARE_IN_HOME_RECOVERED,NSW_AGED_CARE_IN_HOME_DEATHS,NT_AGED_CARE_IN_HOME_ACTIVE,NT_AGED_CARE_IN_HOME_RECOVERED,NT_AGED_CARE_IN_HOME_DEATHS,QLD_AGED_CARE_IN_HOME_ACTIVE,QLD_AGED_CARE_IN_HOME_RECOVERED,QLD_AGED_CARE_IN_HOME_DEATHS,SA_AGED_CARE_IN_HOME_ACTIVE,SA_AGED_CARE_IN_HOME_RECOVERED,SA_AGED_CARE_IN_HOME_DEATHS,TAS_AGED_CARE_IN_HOME_ACTIVE,TAS_AGED_CARE_IN_HOME_RECOVERED,TAS_AGED_CARE_IN_HOME_DEATHS,VIC_AGED_CARE_IN_HOME_ACTIVE,VIC_AGED_CARE_IN_HOME_RECOVERED,VIC_AGED_CARE_IN_HOME_DEATHS,WA_AGED_CARE_IN_HOME_ACTIVE,WA_AGED_CARE_IN_HOME_RECOVERED,WA_AGED_CARE_IN_HOME_DEATHS,AUS_AGED_CARE_RESIDENTIAL_ACTIVE,AUS_AGED_CARE_RESIDENTIAL_RECOVERED,AUS_AGED_CARE_RESIDENTIAL_DEATHS,ACT_AGED_CARE_RESIDENTIAL_ACTIVE,ACT_AGED_CARE_RESIDENTIAL_RECOVERED,ACT_AGED_CARE_RESIDENTIAL_DEATHS,NSW_AGED_CARE_RESIDENTIAL_ACTIVE,NSW_AGED_CARE_RESIDENTIAL_RECOVERED,NSW_AGED_CARE_RESIDENTIAL_DEATHS,NT_AGED_CARE_RESIDENTIAL_ACTIVE,NT_AGED_CARE_RESIDENTIAL_RECOVERED,NT_AGED_CARE_RESIDENTIAL_DEATHS,QLD_AGED_CARE_RESIDENTIAL_ACTIVE,QLD_AGED_CARE_RESIDENTIAL_RECOVERED,QLD_AGED_CARE_RESIDENTIAL_DEATHS,SA_AGED_CARE_RESIDENTIAL_ACTIVE,SA_AGED_CARE_RESIDENTIAL_RECOVERED,SA_AGED_CARE_RESIDENTIAL_DEATHS,TAS_AGED_CARE_RESIDENTIAL_ACTIVE,TAS_AGED_CARE_RESIDENTIAL_RECOVERED,TAS_AGED_CARE_RESIDENTIAL_DEATHS,VIC_AGED_CARE_RESIDENTIAL_ACTIVE,VIC_AGED_CARE_RESIDENTIAL_RECOVERED,VIC_AGED_CARE_RESIDENTIAL_DEATHS,WA_AGED_CARE_RESIDENTIAL_ACTIVE,WA_AGED_CARE_RESIDENTIAL_RECOVERED,WA_AGED_CARE_RESIDENTIAL_DEATHS,AUS_CASES_AGE_0_9_SEX_M,AUS_CASES_AGE_0_9_SEX_F,AUS_CASES_AGE_10_19_SEX_M,AUS_CASES_AGE_10_19_SEX_F,AUS_CASES_AGE_20_29_SEX_M,AUS_CASES_AGE_20_29_SEX_F,AUS_CASES_AGE_30_39_SEX_M,AUS_CASES_AGE_30_39_SEX_F,AUS_CASES_AGE_40_49_SEX_M,AUS_CASES_AGE_40_49_SEX_F,AUS_CASES_AGE_50_59_SEX_M,AUS_CASES_AGE_50_59_SEX_F,AUS_CASES_AGE_60_69_SEX_M,AUS_CASES_AGE_60_69_SEX_F,AUS_CASES_AGE_70_79_SEX_M,AUS_CASES_AGE_70_79_SEX_F,AUS_CASES_AGE_80_89_SEX_M,AUS_CASES_AGE_80_89_SEX_F,AUS_CASES_AGE_90+_SEX_M,AUS_CASES_AGE_90+_SEX_F,AUS_CASES_HOSPITAL_NOT_ICU,AUS_CASES_HOSPITAL_ICU,ACT_CASES_HOSPITAL_NOT_ICU,ACT_CASES_HOSPITAL_ICU,NSW_CASES_HOSPITAL_NOT_ICU,NSW_CASES_HOSPITAL_ICU,NT_CASES_HOSPITAL_NOT_ICU,NT_CASES_HOSPITAL_ICU,QLD_CASES_HOSPITAL_NOT_ICU,QLD_CASES_HOSPITAL_ICU,SA_CASES_HOSPITAL_NOT_ICU,SA_CASES_HOSPITAL_ICU,TAS_CASES_HOSPITAL_NOT_ICU,TAS_CASES_HOSPITAL_ICU,VIC_CASES_HOSPITAL_NOT_ICU,VIC_CASES_HOSPITAL_ICU,WA_CASES_HOSPITAL_NOT_ICU,WA_CASES_HOSPITAL_ICU,AUS_DEATHS_AGE_0_9_SEX_M,AUS_DEATHS_AGE_0_9_SEX_F,AUS_DEATHS_AGE_10_19_SEX_M,AUS_DEATHS_AGE_10_19_SEX_F,AUS_DEATHS_AGE_20_29_SEX_M,AUS_DEATHS_AGE_20_29_SEX_F,AUS_DEATHS_AGE_30_39_SEX_M,AUS_DEATHS_AGE_30_39_SEX_F,AUS_DEATHS_AGE_40_49_SEX_M,AUS_DEATHS_AGE_40_49_SEX_F,AUS_DEATHS_AGE_50_59_SEX_M,AUS_DEATHS_AGE_50_59_SEX_F,AUS_DEATHS_AGE_60_69_SEX_M,AUS_DEATHS_AGE_60_69_SEX_F,AUS_DEATHS_AGE_70_79_SEX_M,AUS_DEATHS_AGE_70_79_SEX_F,AUS_DEATHS_AGE_80_89_SEX_M,AUS_DEATHS_AGE_80_89_SEX_F,AUS_DEATHS_AGE_90+_SEX_M,AUS_DEATHS_AGE_90+_SEX_F
2021-06-09,133,1,7,0,27,41,12,0,0,0,0,0,0,0,32,0,4,0,0,21,0,1,0,0,0,0,1,0,12,0,2,0,0,6,0,4,0,1,0,0,3,0,0,0,0,0,0,0,0,83,1,0,0,27,10,11,1,0,0,0,0,0,1,7722,18046,4287,154,1,30210,910,95,25,1,3,0,124,3,3422,1644,451,90,0,5607,54,170,2,0,2,0,174,0,1306,264,41,23,0,1634,7,582,152,9,26,0,769,4,85,141,5,3,0,234,13,1152,15731,3766,0,1,20650,820,910,87,14,7,0,1018,9,539595,2128,19090830,0.2,5415,1271,220249,0.1,125670,1554,6229543,0.1,8956,3639,218400,0.1,80831,1587,2704782,0.1,40808,2329,1438164,0.1,6466,1210,240561,0.1,248700,3772,6815053,0.3,22749,868,1224078,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,867,776,1294,1232,3174,3484,2768,2653,2036,1849,1739,1767,1248,1237,879,770,500,779,230,552,13,0,0,0,1,0,1,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-10,127,5,11,1,29,47,10,0,0,0,0,0,0,0,31,0,3,0,0,22,0,1,0,0,0,0,1,0,11,2,6,0,2,11,0,5,0,2,0,0,3,0,0,0,0,0,0,0,0,78,3,0,1,27,10,9,1,0,0,0,0,0,1,7732,18049,4287,156,2,30226,910,95,25,1,3,0,124,3,3425,1644,451,90,0,5610,54,170,2,0,2,0,174,0,1312,264,41,25,0,1642,7,583,152,9,26,0,770,4,85,141,5,3,0,234,13,1152,15734,3766,0,2,20654,820,910,87,14,7,0,1018,9,495241,1953,19157609,0.2,4851,1138,220857,0.1,126808,1568,6249353,0.1,9132,3711,220158,0.1,71933,1413,2714639,0.1,39013,2226,1444428,0.1,6154,1151,241589,0.1,214860,3258,6838732,0.3,22490,858,1227853,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,868,776,1294,1232,3174,3485,2769,2653,2036,1848,1742,1767,1248,1237,879,771,501,779,230,552,16,0,0,0,1,0,1,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-11,130,0,3,0,25,45,2,0,0,0,0,0,0,0,32,0,1,0,0,23,0,1,0,0,0,0,1,0,18,0,0,0,2,11,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,75,0,1,0,23,9,2,0,0,0,0,0,0,0,7734,18049,4287,157,2,30229,910,95,25,1,3,0,124,3,3426,1644,451,90,0,5611,54,170,2,0,2,0,174,0,1311,264,41,26,0,1642,7,584,152,9,26,0,771,4,85,141,5,3,0,234,13,1153,15734,3766,0,2,20655,820,910,87,14,7,0,1018,9,461379,1819,19212774,0.2,4546,1067,221469,0.1,122750,1518,6267878,0.1,8450,3434,221359,0.1,75416,1481,2720592,0.1,38352,2189,1450465,0.1,6136,1148,242768,0.1,183025,2776,6856336,0.3,22704,866,1231907,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,869,776,1296,1232,3176,3485,2770,2652,2035,1849,1741,1767,1248,1237,879,771,501,779,230,552,16,0,0,0,1,0,1,0,11,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-12,124,1,8,0,22,51,1,0,0,0,0,0,0,0,31,0,1,0,0,24,0,1,0,0,0,0,1,0,15,0,1,0,2,11,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,74,1,3,0,20,11,1,0,0,0,0,0,0,0,7741,18049,4288,157,2,30237,910,95,25,1,3,0,124,3,3427,1644,451,90,0,5612,54,170,2,0,2,0,174,0,1311,264,41,26,0,1642,7,587,152,9,26,0,774,4,85,141,5,3,0,234,13,1156,15734,3767,0,2,20659,820,910,87,14,7,0,1018,9,441583,1741,19261758,0.2,3928,922,221930,0.1,122651,1517,6287182,0.1,8625,3505,222548,0.1,78851,1548,2728383,0.1,37003,2112,1454845,0.1,6048,1131,243517,0.1,161773,2453,6871446,0.3,22704,866,1231907,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,869,776,1296,1232,3176,3485,2770,2652,2035,1849,1741,1767,1248,1237,879,771,501,779,230,552,15,0,0,0,1,0,1,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-13,119,1,9,0,20,47,2,0,0,0,0,0,0,0,32,0,1,0,0,20,0,2,0,1,0,0,2,0,14,0,7,0,2,16,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,68,1,0,0,18,5,2,0,0,0,0,0,0,0,7751,18051,4288,157,1,30248,910,95,25,1,3,0,124,3,3428,1644,451,90,0,5613,54,171,2,0,2,0,175,0,1319,264,41,26,0,1650,7,588,152,9,26,0,775,4,85,141,5,3,0,234,13,1155,15736,3767,0,1,20659,820,910,87,14,7,0,1018,9,437861,1727,19311531,0.2,3875,909,222194,0.1,122314,1513,6304369,0.1,8975,3647,223591,0.1,88478,1737,2738010,0.1,36380,2076,1458877,0.1,6076,1137,244035,0.1,149059,2261,6888548,0.3,22704,866,1231907,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,869,776,1296,1232,3176,3485,2770,2652,2035,1849,1741,1767,1248,1237,879,771,501,779,230,552,16,0,0,0,1,0,2,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-14,121,2,11,0,11,52,2,0,0,0,0,0,0,0,33,0,6,0,0,21,0,2,0,0,0,0,2,0,20,0,1,0,2,16,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,64,2,4,0,9,9,2,0,0,0,0,0,0,0,7763,18053,4288,157,1,30262,910,95,25,1,3,0,124,3,3434,1644,451,90,0,5619,54,171,2,0,2,0,175,0,1321,264,41,26,0,1652,7,588,152,9,26,0,775,4,85,141,5,3,0,234,13,1159,15738,3767,0,1,20665,820,910,87,14,7,0,1018,9,392231,1547,19354043,0.2,3726,874,222453,0.1,118020,1460,6313848,0.1,8954,3638,224401,0.1,47731,937,2741713,0.1,35810,2044,1462221,0.1,6100,1141,244560,0.1,141726,2149,6905480,0.3,30164,1150,1239367,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,871,775,1296,1232,3178,3488,2770,2654,2035,1850,1741,1768,1250,1237,879,771,501,779,230,552,24,1,0,0,1,0,2,0,18,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-15,116,0,11,0,9,56,2,0,0,0,0,0,0,0,36,0,4,0,0,20,0,2,0,0,0,0,1,0,21,0,2,0,2,18,0,2,0,1,0,0,5,0,0,0,0,0,0,0,0,54,0,3,0,7,11,2,1,0,1,0,0,1,0,7774,18053,4289,157,1,30274,910,95,25,1,3,0,124,3,3438,1644,451,90,0,5623,54,171,2,0,2,0,175,0,1323,264,41,26,1,1655,7,589,152,9,26,0,776,4,85,141,5,3,0,234,13,1162,15738,3768,0,0,20668,820,911,87,14,7,0,1019,9,377248,1488,19394794,0.2,3260,765,222832,0.1,115088,1423,6322135,0.1,8598,3494,225450,0.1,52683,1035,2751021,0.1,34252,1955,1465321,0.1,5320,995,244881,0.1,133979,2032,6920547,0.3,24068,918,1242607,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,872,778,1299,1234,3178,3491,2773,2653,2036,1852,1741,1770,1250,1237,879,771,501,779,230,552,25,1,0,0,1,0,2,0,18,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-16,124,4,11,1,12,61,3,0,0,0,0,0,0,0,39,0,3,0,0,19,0,1,0,0,0,0,1,0,21,0,0,0,2,16,0,6,0,4,0,0,9,0,0,0,0,0,0,0,0,55,4,3,1,10,14,3,2,0,1,0,0,2,0,7786,18058,4290,156,1,30291,910,95,25,1,3,0,124,3,3441,1644,451,90,0,5626,54,171,2,0,2,0,175,0,1324,265,41,25,0,1655,7,593,152,9,26,0,780,4,85,141,5,3,0,234,13,1165,15742,3769,0,1,20677,820,912,87,14,7,0,1020,9,351401,1386,19442231,0.2,3319,779,223568,0.1,103116,1275,6332659,0.1,7956,3233,226356,0.1,54897,1078,2759679,0.1,31042,1771,1469206,0.1,4980,932,245541,0.1,123032,1866,6938085,0.3,23059,879,1247137,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,874,778,1294,1229,3167,3481,2780,2666,2037,1851,1745,1775,1251,1239,888,772,502,781,230,552,27,1,0,0,1,0,1,0,20,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-17,123,2,9,0,9,62,2,0,0,0,0,0,0,0,41,2,1,0,2,17,0,1,0,0,0,0,1,0,21,0,6,0,0,17,0,4,0,1,0,0,10,0,0,0,0,0,0,0,0,54,0,1,0,7,15,2,2,0,0,0,0,2,0,7795,18059,4291,156,1,30302,910,95,25,1,3,0,124,3,3442,1645,452,90,0,5629,54,171,2,0,2,0,175,0,1330,265,41,25,0,1661,7,594,152,9,26,0,781,4,85,141,5,3,0,234,13,1166,15742,3769,0,1,20678,820,912,87,14,7,0,1020,9,355090,1400,19512699,0.2,3136,736,223993,0.1,106451,1317,6355804,0.1,7498,3047,227656,0.1,54633,1073,2769272,0.1,29276,1671,1473704,0.1,4905,918,246494,0.1,124988,1896,6963720,0.3,24203,923,1252056,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,874,779,1294,1229,3167,3481,2781,2668,2038,1851,1745,1775,1253,1240,888,773,502,781,230,552,35,1,0,0,1,0,1,0,26,0,1,0,0,0,6,1,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-18,131,3,8,0,12,66,2,0,0,0,0,0,0,0,41,2,0,0,4,16,0,2,0,1,0,0,2,0,26,0,3,0,0,20,0,6,0,3,0,0,11,0,0,0,0,0,0,0,0,54,1,1,0,8,15,2,2,0,0,0,0,2,0,7803,18062,4292,156,0,30313,910,95,25,1,3,0,124,3,3442,1646,453,90,0,5631,54,172,2,0,2,0,176,0,1333,265,41,25,0,1664,7,597,152,9,26,0,784,4,85,141,5,3,0,234,13,1167,15744,3769,0,0,20680,820,912,87,14,7,0,1020,9,375569,1481,19588343,0.2,3454,811,224923,0.1,109604,1356,6377482,0.1,7996,3249,229355,0.1,55621,1092,2776213,0.1,28852,1646,1479317,0.1,4724,884,247492,0.1,142636,2163,6998972,0.3,22682,865,1254589,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,875,780,1294,1229,3169,3483,2780,2669,2039,1852,1747,1775,1253,1241,888,773,502,781,230,552,39,1,0,0,1,0,2,0,29,0,1,0,0,0,6,1,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-19,136,3,6,0,15,64,1,0,0,0,0,0,0,0,46,2,4,0,6,19,0,2,0,0,0,0,2,0,29,0,0,0,0,19,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,51,1,2,0,9,14,1,2,0,0,0,0,2,0,7810,18064,4293,156,0,30323,910,95,25,1,3,0,124,3,3446,1647,454,90,0,5637,54,172,2,0,2,0,176,0,1333,265,41,25,0,1664,7,598,152,9,26,0,785,4,85,141,5,3,0,234,13,1169,15745,3769,0,0,20683,820,912,87,14,7,0,1020,9,399582,1576,19661340,0.2,4218,990,226148,0.1,116931,1446,6404113,0.1,8024,3260,230572,0.1,55666,1093,2784049,0.1,28999,1655,1483844,0.1,4693,878,248210,0.1,158369,2402,7029815,0.3,22682,865,1254589,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,875,780,1294,1229,3169,3483,2780,2669,2039,1852,1747,1775,1253,1241,888,773,502,781,230,552,35,1,0,0,1,0,2,0,26,0,1,0,0,0,5,1,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
2021-06-20,132,2,5,1,16,60,2,0,0,0,0,0,0,0,46,2,3,0,8,21,0,2,0,0,0,0,1,0,26,0,0,1,0,12,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,51,0,2,0,8,16,1,2,0,0,0,0,2,0,7816,18066,4292,156,1,30331,910,95,25,1,3,0,124,3,3450,1649,453,90,0,5642,54,172,2,0,2,0,176,0,1333,265,41,25,1,1665,7,598,152,9,26,0,785,4,85,141,5,3,0,234,13,1171,15745,3769,0,0,20685,820,912,87,14,7,0,1020,9,406017,1601,19717548,0.2,4635,1088,226829,0.1,124212,1536,6428581,0.1,7756,3152,231347,0.1,52121,1023,2790131,0.1,29160,1664,1488037,0.1,4682,876,248717,0.1,160769,2438,7049317,0.3,22682,865,1254589,0.1,0,73,8,0,0,0,0,13,0,0,0,0,0,8,0,0,1,0,0,3,2,0,48,5,0,0,1,3,1366,685,0,0,0,0,33,28,0,0,0,0,0,1,0,0,0,0,0,1,3,1333,655,0,0,0,875,780,1294,1229,3169,3483,2780,2669,2039,1852,1747,1775,1253,1241,888,773,502,781,230,552,35,1,0,0,1,0,2,0,27,0,1,0,0,0,4,1,0,0,0,0,0,0,1,0,2,0,2,0,10,5,26,12,101,56,184,196,115,200
